Cikkszám;Kategória;Gyártó;Név;Ár;Garidõ
73324;Monitor;Samsung;"Samsung 27"" S27D850T LED 27"",2560x1440,MegaDCR/1000:1,350cd/m2,5ms,1xDVI,1xHDMI,Black/Silver,Pivot,LED,D-Sub, 4xUSB,27"",DP,Full HD,16:9";113840;12
73325;Monitor;Samsung;"Samsung 32"" S32D850T LED 32"",2560x1440,MegaDCR/1000:1,300cd/m2,5ms,1xDVI,1xHDMI,Black/Silver,Pivot,LED,D-Sub, 4xUSB,32"",DP,Full HD,16:9";142080;12
73410;Videokártya;GIGABYTE;GIGABYTE GT740 1GB DDR5 GV-N740D5OC-1GI nVidia,PCIE,GPU:993/1072MHz,RAM:5000MHz,1GB,DDR5,128bit,Aktív hûtés,VGA,2xDVI,1xHDMI;20300;36
73411;Videokártya;GIGABYTE;GIGABYTE GT740 2GB DDR5 GV-N740D5OC-2GI nVidia,PCIE,GPU:993/1072MHz,RAM:5000MHz,2GB,DDR5,128bit,Aktív hûtés,VGA,2xDVI,1xHDMI;23190;36
73539;Videokártya;Msi;Msi N750-1GD5/OCV1 nVidia,PCIE,GPU:1059/1137MHz,RAM:5000MHz,1GB,DDR5,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;28740;36
73541;Videokártya;Msi;Msi N750Ti-2GD5/OCV1 nVidia,PCIE,GPU:1059/1137MHz,RAM:5400MHz,2GB,DDR5,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;28850;36
73549;Videokártya;Asus;Asus STRIX-GTX750TI-OC-2GD5 nVidia,PCIE,GPU:1124/1202MHz,RAM:5400MHz,2GB,DDR5,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;36100;36
73558;Memória;Kingston;Kingston 8GB DDR3 2400MHz Kit(2x4GB) HyperX Predator (T2) XMP;13990;-1
73586;Processzor;Intel;Intel Pentium G3460 3500MHz 3MB LGA1150 Box;15250;36
73698;Monitor;LG;"LG 17"" 17MB15T-B LED 17"",1280x1024,5000000:1,250cd/m2,5ms,Black,LED,Érintõképernyõ,D-Sub, USB,5:4,17"",Full HD";57340;36
73702;Videokártya;Gainward;Gainward GeForce 740GT 1GB DDR3 nVidia,PCIE,GPU:993MHz,RAM:1782MHz,1GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;19300;36
73703;Videokártya;Gainward;Gainward GeForce 740GT 2GB DDR3 nVidia,PCIE,GPU:993MHz,RAM:1782MHz,2GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;19690;36
73705;Videokártya;Gainward;Gainward GeForce 740GT 2GB DDR5 Golden Sample nVidia,PCIE,GPU:1058MHz,RAM:5000MHz,2GB,DDR5,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI,Golden Sample;23540;36
73706;Videokártya;Gainward;Gainward GeForce 730GT 1GB DDR5 nVidia,PCIE,GPU:902MHz,RAM:2500MHz,1GB,DDR5,64bit,Aktív hûtés,VGA,1xDVI,1xHDMI;13820;36
73707;Videokártya;Gainward;Gainward GeForce 730GT 2GB DDR3 SilentFX nVidia,PCIE,GPU:902MHz,RAM:800MHz,2GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI;13830;36
73708;Videokártya;Gainward;Gainward GeForce 730GT 1GB DDR3 SilentFX nVidia,PCIE,GPU:902MHz,RAM:900MHz,1GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI;12300;36
73709;Videokártya;Gainward;Gainward GeForce 730GT 1GB DDR3 nVidia,PCIE,GPU:902MHz,RAM:900MHz,1GB,DDR3,64bit,Aktív hûtés,VGA,1xDVI,1xHDMI;12000;36
73751;Videokártya;Asus;Asus GT730-2GD3 nVidia,PCIE,GPU:700MHz,RAM:1600MHz,2GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;16700;36
73752;Videokártya;Asus;Asus GT730-4GD3 nVidia,PCIE,GPU:700MHz,RAM:1100MHz,4GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;20900;36
73887;Videokártya;Zotac;Zotac GeForce GT 730 1GB DDR3 nVidia,PCIE,GPU:700MHz,RAM:1800MHz,1GB,DDR3,128bit,Aktív hûtés,2xDVI,1xHDMI,Extended Warranty;17310;24
73891;Videokártya;Zotac;Zotac GeForce GT 730 2GB DDR3 nVidia,PCIE,GPU:700MHz,RAM:1800MHz,2GB,DDR3,128bit,Aktív hûtés,2xDVI,1xHDMI,Extended Warranty;19610;24
73897;Videokártya;Zotac;Zotac GeForce GT 740 2GB DDR3 nVidia,PCIE,GPU:993MHz,RAM:1782MHz,2GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI,LP,Extended Warranty;21100;24
73903;Videokártya;Zotac;Zotac GeForce GTX 750 Ti 2GB DDR5 nVidia,PCIE,GPU:1033/1111MHz,RAM:5400MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,mini HDMI,Extended Warranty;30890;24
73952;Videokártya;Asus;Asus GT720-SL-2GD3-BRK nVidia,PCIE,GPU:797MHz,RAM:1800MHz,2GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI,LP;14180;36
73973;Monitor;HP;"HP 17"" P17A ProDisplay LED 17"",1280x1024,1000:1,250cd/m2,5ms,Black,LED,D-Sub,5:4,17""";36230;36
73990;Videokártya;Sapphire;Sapphire FirePro V4900 1GB DDR5 AMD,PCIE,GPU:800MHz,1GB,DDR5,128bit,Aktív hûtés,1xDVI,DisplayPort;42680;36
73994;Videokártya;Sapphire;Sapphire FirePro W7000 4GB DDR5 AMD,PCIE,GPU:950MHz,4GB,DDR5,256bit,Aktív hûtés,1x3D Connector,DisplayPort;193350;36
73996;Videokártya;Sapphire;Sapphire FirePro W8100 8GB DDR5 AMD,PCIE,GPU:824MHz,8192MB,DDR5,512bit,Aktív hûtés,1x3D Connector,DisplayPort;313910;36
74000;Videokártya;Sapphire;Sapphire FirePro 2460 512MB DDR3 ATI,PCIE,512MB,DDR3,Passzív hûtés,LP,4xmini DisplayPort;71320;36
74006;Videokártya;Sapphire;Sapphire R5 230 2GB DDR3 AMD,PCIE,GPU:625MHz,RAM:1334MHz,2GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI,LP,CrossFire;10710;24
74007;Videokártya;Sapphire;Sapphire R7 250 1GB DDR5 AMD,PCIE,GPU:800MHz,RAM:4500MHz,1GB,DDR5,128bit,Aktív hûtés,1xDVI,LP,CrossFire,microHDMI,1xmini DisplayPort;22250;24
74127;Videokártya;PNY;PNY QUADRO NVS 300 512MB GDDR3 nVidia,PCIE,512MB,DDR3,64bit,Passzív hûtés,1xDVI,LP;37190;36
74128;Videokártya;PNY;PNY QUADRO NVS 300 512MB GDDR3 nVidia,PCIE,512MB,DDR3,64bit,Passzív hûtés,1xDVI,LP;32700;36
74167;Videokártya;EVGA;EVGA GeForce GT 730 1GB DDR3 nVidia,PCIE,GPU:700MHz,RAM:1600MHz,1GB,DDR3,128bit,Aktív hûtés,2xDVI,1xHDMI;19070;36
74168;Videokártya;EVGA;EVGA GeForce GT 730 2GB DDR3 nVidia,PCIE,GPU:700MHz,RAM:1400MHz,1GB,DDR3,128bit,Aktív hûtés,2xDVI,1xHDMI;20500;36
74172;Videokártya;EVGA;EVGA GeForce GT 730 2GB DDR5 nVidia,PCIE,GPU:902MHz,RAM:5010MHz,2GB,DDR5,64bit,Aktív hûtés,VGA,1xDVI,1xHDMI,LP;19250;36
74173;Memória;Kingston;Kingston 16GB DDR3 2133MHz Kit(2x8GB) HyperX Predator (T2) XMP;24700;-1
74174;Memória;Kingston;Kingston 16GB DDR3 2133MHz Kit(2x8GB) HyperX XMP Beast (T3) Series;22500;-1
74176;Videokártya;EVGA;EVGA GeForce GT 740 2GB DDR5 (Superclocked) nVidia,PCIE,GPU:1085MHz,RAM:5000MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,mini HDMI;26700;36
74177;Memória;Kingston;Kingston 8GB DDR3 2400MHz Kit(2x4GB) HyperX XMP Beast (T3) Series;11990;-1
74178;Memória;Kingston;Kingston 16GB DDR3 2400MHz Kit(2x8GB) HyperX XMP Beast (T3) Series;23300;-1
74180;Memória;Kingston;Kingston 16GB DDR3 2400MHz Kit(4x4GB) HyperX XMP Beast (T3) Series;24700;-1
74181;Memória;Kingston;Kingston 32GB DDR3 2400MHz Kit(4x8GB) HyperX XMP Beast (T3) Series;48920;-1
74223;Monitor;Viewsonic;"Viewsonic 20"" VG2039M LED 20"",1600x900,1000:1/20M:1,250cd/m2,5ms,1xDVI,Black,Multimédia,LED,D-Sub, USB,20"",DP,Full HD,16:9";38730;24
74241;Processzor;AMD;AMD X4 A8-7600 FM2+ 3,1GHz BOX;16650;36
74242;Monitor;Viewsonic;"Viewsonic 21,5"" VG2233 LED 21,5"",1920x1080,20M:1,250cd/m2,5ms,1xDVI,Black,LED,D-Sub,21,5"",Full HD,16:9";41650;36
74243;Monitor;Viewsonic;"Viewsonic 21,5"" VG2233SMH LED 21,5"",1920x1080,20M:1,250cd/m2,4ms,1xDVI,1xHDMI,Black,Multimédia,LED,D-Sub,21,5"",Full HD,16:9";42490;36
74244;Monitor;Viewsonic;"Viewsonic 23,6"" VG2433 LED 23,6"",1920x1080,20M:1,300cd/m2,5ms,1xDVI,Black,LED,D-Sub,23,6"",Full HD,16:9";50060;36
74246;Monitor;Viewsonic;"Viewsonic 27"" VP2772 LED 27"",2560x1440,20M:1/1000:1,350cd/m2,6ms,1xDVI,1xHDMI,Black,Pivot,LED,D-Sub, USB,DP,Full HD,16:9";198250;36
74247;Monitor;Viewsonic;"Viewsonic 21,5"" VX2252MH LED 21,5"",1920x1080,50M:1/1000:1,250cd/m2,2ms,1xDVI,1xHDMI,Black,Multimédia,LED,D-Sub,21,5"",Full HD,16:9";38730;36
74248;Monitor;Viewsonic;"Viewsonic 21,5"" VX2263SMHL-W LED 21,5"",1920x1080,1000:1,250cd/m2,14ms,1xHDMI,White,Multimédia,LED,D-Sub,21,5"",Full HD,16:9";38590;36
74249;Monitor;Viewsonic;"Viewsonic 23"" VX2363SMHL-W LED 23"",1920x1080,1000:1,250cd/m2,14ms,1xHDMI,White,Multimédia,LED,D-Sub,23"",Full HD,16:9";44510;36
74289;Videokártya;Sapphire;Sapphire R5 230 1GB DDR3 AMD,PCIE,GPU:625MHz,RAM:1334MHz,1GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI,LP;8170;24
74290;Videokártya;Sapphire;Sapphire R5 230 1GB DDR3 Flex (HM) AMD,PCIE,GPU:625MHz,RAM:1600MHz,1GB,DDR3,64bit,Passzív hûtés,2xDVI,1xHDMI,LP,CrossFire;10910;24
74418;Memória;Crucial;Crucial 2GB DDR2 800MHz;7490;-1
74458;Memória;Kingston;Kingston 16GB DDR3 1866MHz Kit(4x4GB) HyperX Predator (T2) XMP;22990;-1
74459;Memória;Kingston;Kingston 16GB DDR3 1866MHz Kit(4x4GB) HyperX XMP Beast (T3) Series;20990;-1
74460;Memória;Kingston;Kingston 8GB DDR3 2133MHz Kit(2x4GB) HyperX Predator (T2) XMP;13500;-1
74461;Memória;Kingston;Kingston 8GB DDR3 2133MHz Kit(2x4GB) HyperX XMP Beast (T3) Series;12500;-1
74521;Processzor;AMD;AMD X4 A10 7800 FM2+ 3,5GHz BOX;23950;36
74522;Memória;Transcend;Transcend 4B DDR3 1600MHz;5520;-1
74526;Videokártya;Msi;Msi N720-2GD3HLP nVidia,PCIE,GPU:797MHz,RAM:1600MHz,2GB,DDR3,64bit,Aktív hûtés,VGA,1xDVI,1xHDMI;13550;36
74530;Videokártya;GIGABYTE;GIGABYTE GV-N730D5-2GI nVidia,PCIE,GPU:902MHz,RAM:5000MHz,2GB,DDR5,64bit,Aktív hûtés,VGA,1xDVI,1xHDMI;14990;36
74582;Processzor;Intel;Intel Core i7-5930K 3500MHz 15MB LGA2011-3 Box (Ventilátor nélkül);134500;36
74674;Videokártya;Zotac;Zotac GeForce GTX 750 2GB DDR5 nVidia,PCIE,GPU:1033/1111MHz,RAM:5000MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,Extended Warranty;33650;24
74704;Memória;Geil;Geil 1GB DDR2 667MHz Value;5090;-1
74706;Memória;Geil;Geil 4GB DDR3 1600MHz Evo Potenza;6690;-1
74707;Memória;Geil;Geil 8GB DDR3 1600MHz Evo Leggera Kit2 (2x4GB);15490;-1
74708;Memória;Geil;Geil 8GB DDR3 1600MHz Evo Potenza CL10;11940;-1
74709;Memória;Geil;Geil 8GB DDR3 1600MHz Evo Potenza CL11;18200;-1
74749;Memória;Kingston;Kingston 8GB DDR3 1866MHz Kit(2x4GB) HyperX Predator (T2) XMP;11590;-1
74750;Memória;Kingston;Kingston 8GB DDR3 1866MHz Kit(2x4GB) HyperX XMP Beast (T3) Series;10990;-1
74891;Videokártya;EVGA;EVGA GeForce GT 720 1GB DDR3 nVidia,PCIE,GPU:797MHz,RAM:1400MHz,1GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI,LP;11310;36
74892;Videokártya;EVGA;EVGA GeForce GT 720 2GB DDR3 nVidia,PCIE,GPU:797MHz,RAM:1800MHz,2GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI,LP;16690;36
74935;Nyomtató;Epson;Epson TM-C3500 Címkenyomtató;388850;12
74945;Videokártya;Msi;Msi N720-1GD3HLP nVidia,PCIE,GPU:797MHz,RAM:1600MHz,1GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI,LP;11230;36
74947;Memória;Kingston;Kingston 16GB DDR3 1600MHz Kit(2x8GB) HyperX Savage Intel XMP Red;18200;-1
74948;Memória;Kingston;Kingston 32GB DDR3 1600MHz Kit(4x8GB) HyperX Savage Intel XMP Red;40580;-1
74949;Memória;Kingston;Kingston 4GB DDR3 1600MHz HyperX Savage Intel XMP Red;4990;-1
74950;Memória;Kingston;Kingston 8GB DDR3 1600MHz HyperX Savage Intel XMP Red;9620;-1
74951;Memória;Kingston;Kingston 8GB DDR3 1600MHz Kit(2x4GB) HyperX Savage Intel XMP Red;10480;-1
74952;Memória;Kingston;Kingston 16GB DDR3 1866MHz Kit(2x8GB) HyperX Savage Intel XMP Red;18490;-1
74953;Memória;Kingston;Kingston 32GB DDR3 1866MHz Kit(4x8GB) HyperX Savage Intel XMP Red;41540;-1
74954;Memória;Kingston;Kingston 4GB DDR3 1866MHz HyperX Savage Intel XMP Red;5290;-1
74955;Memória;Kingston;Kingston 8GB DDR3 2133MHz HyperX Savage Intel XMP Red;10990;-1
74956;Memória;Kingston;Kingston 8GB DDR3 2133MHz Kit(2x4GB) HyperX Savage Intel XMP Red;12600;-1
74957;Memória;Kingston;Kingston 8GB DDR3 2400MHz HyperX Savage Intel XMP Red;11550;-1
74958;Memória;Kingston;Kingston 8GB DDR3 2400MHz Kit(2x4GB) HyperX Savage Intel XMP Red;12200;-1
75224;Videokártya;Asus;Asus GT730-1GD5-BRK nVidia,PCIE,GPU:901MHz,RAM:5010MHz,1GB,DDR5,64bit,Aktív hûtés,VGA,1xDVI,1xHDMI;14950;36
75266;Memória;Kingston;Kingston 8GB DDR3 1866MHz HyperX Savage Intel XMP Red;9490;-1
75267;Memória;Kingston;Kingston 8GB DDR3 1866MHz Kit(2x4GB) HyperX Savage Intel XMP Red;10600;-1
75268;Memória;Kingston;Kingston 16GB DDR3 2133MHz Kit(2x8GB) HyperX Savage Intel XMP Red;23700;-1
75269;Memória;Kingston;Kingston 32GB DDR3 2133MHz Kit(4x8GB) HyperX Savage Intel XMP Red;45990;-1
75270;Memória;Kingston;Kingston 4GB DDR3 2133MHz HyperX Savage Intel XMP Red;6500;-1
75271;Memória;Kingston;Kingston 16GB DDR3 2400MHz Kit(2x8GB) HyperX Savage Intel XMP Red;22600;-1
75272;Memória;Kingston;Kingston 32GB DDR3 2400MHz Kit(4x8GB) HyperX Savage Intel XMP Red;52920;-1
75273;Memória;Kingston;Kingston 4GB DDR3 2400MHz HyperX Savage Intel XMP Red;5990;-1
75405;Nyomtató;HP;HP LaserJet Pro M201dw (CF456A) wireless lézernyomtató;43500;12
75406;Nyomtató;HP;HP LaserJet Pro 200 M201n (CF455A) lézernyomtató;38900;12
75438;Nyomtató;Xerox;Xerox Phaser 3020V/BI wireless lézernyomtató;13370;12
75526;Monitor;Asus;"Asus 27"" PB278QR IPS LED 27"",2560x1440,80M:1,300cd/m2,5ms,2xDVI,2xHDMI,Black,Pivot,Multimédia,LED,D-Sub,IPS,27"",DP,Full HD,16:9";125900;36
75554;Monitor;Viewsonic;"Viewsonic 23,6"" VX2452MH LED 23,6"",1920x1080,50M:1/1000:1,300cd/m2,2ms,1xDVI,1xHDMI,Black,Multimédia,LED,D-Sub,23,6"",Full HD,16:9";44580;36
75584;Monitor;Asus;"Asus 27"" VX279H LED 27"",1920x1080,80000000:1,250cd/m2,5ms,2xHDMI,Black,Multimédia,LED,D-Sub,AH-IPS,27"",Full HD,16:9";57660;36
75606;Memória;Kingston;Kingston 64GB DDR3 2133MHz Kit(8x8GB) HyperX XMP Beast (T3) Series;77600;-1
75734;Memória;Geil;Geil 8GB DDR3 1866MHz Evo Leggera Kit2 (2x4GB);21250;-1
75775;Videokártya;Gainward;Gainward GeForce 720GT 1GB DDR3  nVidia,PCIE,GPU:797MHz,RAM:800MHz,1GB,DDR3,64bit,Aktív hûtés,VGA,1xDVI,1xHDMI;10250;36
75776;Videokártya;Asus;Asus GT740-DCSL-2GD3 nVidia,PCIE,GPU:993MHz,RAM:1782MHz,2GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;22950;36
75804;Nyomtató;Brother;Brother HLL2360DN lézernyomtató;33660;36
75838;Videokártya;Gainward;Gainward GeForce 720GT 2GB DDR3 SilentFX nVidia,PCIE,GPU:797MHz,RAM:800MHz,2GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI;12200;36
75860;Memória;Geil;Geil 32GB DDR3 1866MHz Evo Corsa Kit8 (8x4GB);49750;-1
75909;Videokártya;Msi;Msi N720-2GD5HLP nVidia,PCIE,GPU:797MHz,RAM:5000MHz,2GB,DDR5,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI,LP;13950;36
75923;Nyomtató;Xerox;Xerox 3260V_DNI wireless lézernyomtató;33630;12
75943;Nyomtató;Canon;Canon LBP6230DW i-SENSYS lézernyomtató;29600;12
76017;Videokártya;Msi;Msi GTX 970 GAMING 4G nVidia,PCIE,GPU:1051/1114/1140MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,SLI,DisplayPort;89220;36
76170;Memória;HP;HP 8GB DDR3 1600MHz;15270;12
76177;Videokártya;Asus;Asus STRIX-GTX970-DC2OC-4GD5 nVidia,PCIE,GPU:1114/1253MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;92290;36
76309;Memória;Corsair;Corsair 16GB DDR3 2400MHz Kit(2x8GB) Dominator Platinum;33980;-1
76353;Nyomtató;Canon;Canon IP110 PIXMA A4 wireless hordozható színes tintasugaras nyomtató+ akku;68000;12
76408;Videokártya;Msi;Msi GTX 980 4GD5 OCV1 nVidia,PCIE,GPU:1152/1252MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;127900;36
76507;Monitor;Asus;"Asus 19"" VB199T LED 19"",1280x1024,5M:1,250cd/m2,5ms,1xDVI,Black,Multimédia,LED,D-Sub,5:4,19""";35510;36
76508;Nyomtató;Canon;Canon LBP6030w i-SENSYS wireless lézernyomtató;22110;12
76534;Videokártya;Msi;Msi GTX 980 GAMING 4G nVidia,PCIE,GPU:1127/1190/1216MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;138150;36
76577;Memória;Kingston;Kingston 16GB DDR4 2133MHz Kit(4x4GB) HyperX Predator (T2) Intel XMP;26990;-1
76578;Memória;Kingston;Kingston 16GB DDR4 2666MHz Kit(4x4GB) HyperX Predator (T2) Intel XMP;30990;-1
76579;Memória;Kingston;Kingston 16GB DDR4 2800MHz Kit(4x4GB) HyperX Predator (T2) Intel XMP;31990;-1
76603;Processzor;AMD;AMD FX-8320E AM3+ 3,2GHz BOX Black Edition;28800;36
76614;Monitor;Fujitsu;"Fujitsu 22"" E22T-7 LED 22"",1920x1080,20M:1/1000:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,Multimédia,LED,D-Sub,22"",Full HD,16:9";36960;36
76702;Monitor;Asus;"Asus 27"" PG278Q LED 27"",2560x1440,1000:1,350cd/m2,1ms,Black,Pivot,LED,USB3.0x2,27"",3D,DP,Full HD,16:9";167900;36
76711;Videokártya;Asus;Asus STRIX-GTX980-DC2OC-4GD5 nVidia,PCIE,GPU:1178/1279MHz,RAM:7010MHz,2GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;137140;36
76799;Videokártya;GIGABYTE;GIGABYTE GTX970 4GB DDR5 GV-N970G1 GAMING-4GD nVidia,PCIE,GPU:1178/1329MHz,RAM:7000MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,3xDisplayPort,DisplayPort;84200;36
76800;Videokártya;GIGABYTE;GIGABYTE GTX970 4GB DDR5 GV-N970WF3OC-4GD nVidia,PCIE,GPU:1114/1253MHz,RAM:7000MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,3xDisplayPort,DisplayPort;80500;36
76819;Monitor;AOC;"AOC 21,5"" I2269VWM IPS LED 21,5"",1920x1080,20M:1/1000:1,250cd/m2,5ms,2xHDMI,Silver/Black,LED,D-Sub,IPS,21,5"",DP,Full HD,16:9";30620;36
76826;Monitor;Acer;"Acer 27"" B276HULymiidprz LED 27"",2560x1440,100000000:1,350cd/m2,6ms,1xDVI,2xHDMI,Black,Pivot,Multimédia,LED,D-Sub,IPS,27"",Full HD,16:9";112630;36
76833;Nyomtató;Brother;Brother HLL2300D lézernyomtató;19590;36
76835;Nyomtató;Brother;Brother HLL2340DW wireless lézernyomtató;24570;36
76836;Nyomtató;Brother;Brother HLL2365DW wireless lézernyomtató;36120;36
76862;Monitor;Philips;"Philips 24"" 246V5LHAB/00 LED 24"",1920x1080,10M:1/1000:1,250cd/m2,5ms,1xHDMI,Black,Multimédia,LED,D-Sub,24"",Full HD,16:9";34140;36
76864;Monitor;Philips;"Philips 27"" 273V5LHAB/00 LED 27"",1920x1080,10M:1/1000:1,300cd/m2,5ms,1xDVI,1xHDMI,Black,Multimédia,LED,D-Sub,IPS,27"",Full HD,16:9";46320;36
76939;Memória;Kingmax;Kingmax 4GB DDR3 1600MHz Low Profile;4850;12
77106;Videokártya;Msi;Msi N740-2GD3 nVidia,PCIE,GPU:1006MHz,RAM:1782MHz,2GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;21800;36
77177;Videokártya;GIGABYTE;GIGABYTE GTX980 4GB DDR5 GV-N980G1 GAMING-4GD nVidia,PCIE,GPU:1228/1329MHz,RAM:7000MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,3xDisplayPort,DisplayPort;127070;36
77222;Monitor;Dell;"Dell 24"" U2415H LED 24"",1920x1080,2M:1/1000:1,300cd/m2,6ms,2xHDMI,Black/White,Pivot,LED,USB, MiniDisplayPort,24"",DP,Full HD,16:9";77870;36
77223;Monitor;Dell;"Dell 23"" S2415H LED 23"",1920x1080,8M:1/1000:1,250cd/m2,7ms,1xHDMI,Black,LED,D-Sub,23"",Full HD,16:9";56970;36
77224;Monitor;Dell;"Dell 27"" S2715H LED 27"",1920x1080,8M:1/1000:1,250cd/m2,7ms,1xHDMI,Black,LED,D-Sub, USB,27"",Full HD,16:9";86940;36
77257;Memória;Kingston;Kingston 1GB DDR2 800MHz Dell;4290;-1
77330;Videokártya;Msi;Msi R7 240 2GD3 LPV1 AMD,PCIE,GPU:730/780MHz,RAM:1600MHz,2GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI,LP;15650;36
77374;Monitor;Acer;"Acer 27"" K272HLCbid LED 27"",1920x1080,100M:1,300cd/m2,6ms,1xDVI,1xHDMI,Black,LED,D-Sub,27"",Full HD,16:9";46980;36
77412;Videokártya;GIGABYTE;GIGABYTE GTX980 4GB DDR5 GV-N980WF3OC-4GD nVidia,PCIE,GPU:1178/1279MHz,RAM:7000MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,3xDisplayPort,DisplayPort;124260;36
77434;Nyomtató;Cube;Cube 3D wireless asztali nyomtató Gen2 White;204730;12
77438;Videokártya;EVGA;EVGA GeForce GTX 970 4GB DDR5 (Superclocked) ACX 2.0 nVidia,PCIE,GPU:1165/1317MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;84700;36
77444;Nyomtató;HP;HP OfficeJet Pro 6230 (E3E03A) wireless tintasugaras nyomtató;16100;12
77504;Videokártya;GIGABYTE;GIGABYTE GTX970 4GB DDR5 GV-N970IXOC-4GD nVidia,PCIE,GPU:1076/1216MHz,RAM:7000MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,3xDisplayPort,DisplayPort;77450;36
77513;Monitor;Acer;"Acer 21,5"" K222HQLbid LED 21,5"",1920x1080,100000000:1,200cd/m2,5ms,1xDVI,1xHDMI,Black,LED,D-Sub,21,5"",Full HD,16:9";27220;24
77514;Monitor;Acer;"Acer 21,5"" V226HQLBD LED 21,5"",1920x1080,100M:1,250cd/m2,5ms,1xDVI,Black,LED,D-Sub,21,5"",Full HD,16:9";24940;36
77523;Monitor;Samsung;"Samsung 27"" S27D590C LED Curved 27"",1920x1080,MegaDCR/3000:1,350cd/m2,4ms,1xHDMI,Black,LED,D-Sub,Curved,27"",DP,Full HD,16:9";80620;12
77790;Videokártya;Palit;Palit GeForce GT730 2GB DDR3 nVidia,PCIE,GPU:700MHz,2GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;14240;24
77791;Videokártya;Palit;Palit GeForce GT740 2GB DDR3 nVidia,PCIE,GPU:993MHz,RAM:1782MHz,2GB,DDR3,128bit,Aktív hûtés,VGA,1xDVI,1xHDMI;19380;24
77795;Videokártya;Palit;Palit GeForce GTX980 4GB DDR5 JetStream nVidia,PCIE,GPU:1127/1216MHz,RAM:7000MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,SLI,JetStream,3xmini DisplayPort;122560;24
77796;Videokártya;Palit;Palit GeForce GTX980 4GB DDR5 Super JetStream nVidia,PCIE,GPU:1203/1304MHz,RAM:7200MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xmini DisplayPort;124370;24
77797;Monitor;LG;"LG 24"" 24GM77-B LED 24"",1920x1080,50000000:1,350cd/m2,1ms,1xDVI,1xHDMI,Black,LED,D-Sub, USB3.0x3,24"",Full HD,16:9";77490;36
77803;Videokártya;Msi;Msi GTX 970 4GD5 OC nVidia,PCIE,GPU:1076/1216MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;90490;36
78018;Memória;Geil;Geil 8GB DDR3 2400MHz Evo Potenza Kit2 (2x4GB);18770;-1
78065;Memória;Kingston;Kingston 16GB DDR4 3000MHz Kit(4x4GB) HyperX Predator (T2) Intel XMP;37310;-1
